Year,Series,Reference area,Sex,Age,Degree of urbanisation,Income or wealth quantile,Education level,Occupation,Custom Breakdown,COMPOSITE_BREAKDOWN,Disability status,Economic activity,Type of product,Units,Value
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Kilograms per constant USD,0.46896
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Kilograms per constant USD,0.46657
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wood (material flows),Kilograms per constant USD,0.43359
2000,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00153
2001,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00145
2002,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00155
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00161
2004,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.0016
2005,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00155
2006,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00153
2007,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00151
2008,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00161
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00177
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00164
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00202
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00194
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00172
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00162
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00164
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.0017
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Wild catch and harvest (material flows),Kilograms per constant USD,0.00164
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.04141
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.01548
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.04918
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.04162
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.04485
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.07436
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.05985
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.06169
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.06519
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Metal ores (material flows),Kilograms per constant USD,0.06413
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.0391
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.01479
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.04758
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.03897
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.04172
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.07142
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.05756
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.05934
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.06272
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Ferrous ores (material flows),Kilograms per constant USD,0.06171
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00231
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.0007
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.0016
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00265
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00313
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00295
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00229
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00235
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00247
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-ferrous ores (material flows),Kilograms per constant USD,0.00243
2000,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,0.24057
2001,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,0.69439
2002,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.18214
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.79887
2004,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.50028
2005,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.45153
2006,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.40639
2007,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.28765
2008,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.2285
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.20298
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.2342
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.09666
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.09415
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.13248
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.13041
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.16304
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.22695
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals (material flows),Kilograms per constant USD,1.20527
2000,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.10225
2001,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.10291
2002,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.07924
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.08301
2004,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.0744
2005,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.08572
2006,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.06624
2007,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.06605
2008,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.07087
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.07655
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.08974
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.09467
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.10191
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.09395
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.10944
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.09489
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.09795
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Fossil fuels (material flows),Kilograms per constant USD,0.09434
2000,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.03908
2001,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.04234
2002,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.0196
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.02398
2004,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.0203
2005,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.03152
2006,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.01913
2007,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.02342
2008,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.0208
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.02009
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.03102
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.03563
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.04081
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.03026
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.04139
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.02699
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.0283
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Coal (material flows),Kilograms per constant USD,0.02765
2000,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.06317
2001,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.06058
2002,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05965
2003,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05903
2004,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.0541
2005,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05419
2006,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.04711
2007,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.04263
2008,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05007
2009,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05646
2010,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05872
2011,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.05903
2012,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.0611
2013,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.06369
2014,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.06805
2015,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.0679
2016,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.06965
2017,Domestic material consumption per unit of GDP,,None,None,None,None,None,None,None,None,None,None,Petroleum (material flows),Kilograms per constant USD,0.06669
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,61703182.55898
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,68107012.55107
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,74763615.8179
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,84883876.6121
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,82862729.8526
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,84447150.402
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,84631997.9088
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,84294623.674
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,87038058.2117
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,89782131.4024
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,92785568.8746
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,94770229.4649
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,100400583.1501
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,100524930.4864
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,105397062.3218
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,108198110.83704
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,111285165.56742
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,None,Metric Tons,114372220.2977
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,2638721.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,8063237.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,13749533.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,21650464.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,18962235.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,18975667.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,19005007.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,17988415.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,18229154.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,18662177.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,19892157.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,18138026.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,18986500.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,20477003.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,21667206.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,23049224.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,24431242.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - construction dominant (material flows),Metric Tons,25813259.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,8151.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,6623.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,5221.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,106095.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,32669.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,41343.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,40669.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,44061.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,25256.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,23390.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,201618.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,327463.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,317492.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,328194.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,343680.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,349531.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,355381.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,361231.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,57931310.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,58841153.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,60086862.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,61622440.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,62925826.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,64307140.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,64689322.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,65337148.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,67730649.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,69667079.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,70430048.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,74009990.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,78507291.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,76627615.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,80089803.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,81649135.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,83202744.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Biomass (material flows),Metric Tons,84756354.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,13860106.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,14198615.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,14729185.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,15528734.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,16055332.0
2005,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,16573955.0
2006,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,16878033.0
2007,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,16999687.0
2008,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,17919693.0
2009,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,18487568.0
2010,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,19189984.0
2011,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,20837849.0
2012,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,22817306.0
2013,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,21939967.0
2014,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,23283094.0
2015,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,23937940.0
2016,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,24592786.0
2017,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crops (material flows),Metric Tons,25247632.0
2000,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,15783743.0
2001,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,16135844.0
2002,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,16501975.0
2003,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,16891631.0
2004,Domestic material consumption,,None,None,None,None,None,None,None,None,None,None,Crop residues (material flows),Metric Tons,17546791.0
